entrega_id,campaign_name,Campanha,Veiculo,campanha_veiculo,Modalidade,Objetivo,Publico,data,investimento_realizado,impressoes_realizadas,cliques_realizados,dentro_do_plano,motivo_fora
75,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-06,525.44,214964,374,False,campanha sem plano
76,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-07,1286.99,37164,193,False,campanha sem plano
77,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-07,526.46,185274,315,False,campanha sem plano
78,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-08,1277.78,36297,174,False,campanha sem plano
79,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-08,512.19,169288,291,False,campanha sem plano
80,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-09,1226.74,29033,160,False,campanha sem plano
81,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-09,525.54,171352,289,False,campanha sem plano
82,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-10,1486.3,52534,213,False,campanha sem plano
83,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-10,532.9,163987,287,False,campanha sem plano
84,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-11,1335.41,79517,308,False,campanha sem plano
85,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-11,527.88,164106,293,False,campanha sem plano
86,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-12,1297.44,54044,236,False,campanha sem plano
87,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-12,511.44,178559,309,False,campanha sem plano
88,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-13,1405.06,49634,206,False,campanha sem plano
89,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-13,521.6,193408,313,False,campanha sem plano
90,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-14,1277.87,43883,213,False,campanha sem plano
91,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-14,524.74,178680,286,False,campanha sem plano
92,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-15,1098.53,74145,186,False,campanha sem plano
93,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-15,523.62,171593,286,False,campanha sem plano
94,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-16,1407.32,407291,475,False,campanha sem plano
95,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-16,526.98,158654,273,False,campanha sem plano
96,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-17,1327.5,256842,423,False,campanha sem plano
97,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-17,523.05,155006,310,False,campanha sem plano
98,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-18,700.1,124631,198,False,campanha sem plano
99,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-18,524.67,152436,245,False,campanha sem plano
100,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-19,1431.39,469445,475,False,campanha sem plano
101,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-19,507.81,151620,263,False,campanha sem plano
102,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-20,1552.44,479752,572,False,campanha sem plano
103,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-20,33.26,17784,36,False,campanha sem plano
104,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-21,1533.41,482706,612,False,campanha sem plano
105,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-21,387.64,137419,218,False,campanha sem plano
106,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-22,1393.98,438498,511,False,campanha sem plano
107,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-22,576.22,193642,302,False,campanha sem plano
108,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-23,760.0,234544,279,False,campanha sem plano
109,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-23,582.29,180739,284,False,campanha sem plano
110,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-24,1408.08,408582,425,False,campanha sem plano
111,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-24,597.72,167096,261,False,campanha sem plano
112,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-25,1428.77,366820,396,False,campanha sem plano
113,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-25,531.52,159075,283,False,campanha sem plano
114,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-26,1579.1,474688,488,False,campanha sem plano
115,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-26,557.91,203130,308,False,campanha sem plano
116,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-27,1603.97,495629,486,False,campanha sem plano
117,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-27,551.94,190633,357,False,campanha sem plano
118,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-28,1483.5300000000002,469612,447,False,campanha sem plano
119,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-28,589.44,189144,353,False,campanha sem plano
120,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-29,1468.83,472708,438,False,campanha sem plano
121,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-29,550.04,175473,275,False,campanha sem plano
122,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-30,1377.76,400954,330,False,campanha sem plano
123,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-30,567.06,175662,263,False,campanha sem plano
124,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Meta Ads,Inauguracao Barra | Meta Ads,Inauguracao,Alcance,Nao Socios,2023-08-31,1427.44,393403,382,False,campanha sem plano
125,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308,Inauguracao Barra,Tiktok Ads,Inauguracao Barra | Tiktok Ads,Inauguracao,Alcance,Nao Socios,2023-08-31,527.2,164774,248,False,campanha sem plano
126,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-03,388.4433,17470,119,False,campanha sem plano
127,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-04,1275.7338,78918,471,False,campanha sem plano
128,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-05,1277.5854,85092,499,False,campanha sem plano
129,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-06,1272.5495,84492,403,False,campanha sem plano
130,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-07,1276.9694,79926,391,False,campanha sem plano
131,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-08,1275.7019,73488,443,False,campanha sem plano
132,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-09,1277.3126,99344,367,False,campanha sem plano
133,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-10,1277.6859,108409,395,False,campanha sem plano
134,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-11,1279.5201,110722,363,False,campanha sem plano
135,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-12,1275.8009,117756,371,False,campanha sem plano
136,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-13,1276.7863,118954,435,False,campanha sem plano
137,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-14,1274.3821,117822,441,False,campanha sem plano
138,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-15,1275.0277,118925,349,False,campanha sem plano
139,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-16,1277.2601,116098,339,False,campanha sem plano
140,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-17,1277.6241,110796,329,False,campanha sem plano
141,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-18,1277.902,107055,387,False,campanha sem plano
142,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-19,1279.6593,112736,360,False,campanha sem plano
143,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-20,1280.6768,115471,356,False,campanha sem plano
144,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-21,1279.2121,109439,305,False,campanha sem plano
145,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-22,1278.0588,105342,348,False,campanha sem plano
146,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-23,1277.6881,110395,329,False,campanha sem plano
147,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-24,1277.7297,116523,306,False,campanha sem plano
148,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-25,1294.4068,91295,274,False,campanha sem plano
149,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-26,1280.4899,96515,360,False,campanha sem plano
150,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-27,1281.2336,113038,326,False,campanha sem plano
151,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-28,1281.9218999999998,112385,309,False,campanha sem plano
152,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-29,1281.7551,114393,358,False,campanha sem plano
153,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-30,1288.3351,109531,406,False,campanha sem plano
154,Marcasfilial_filial_inauguracao_inauguracao-barra_nsocios_alcance_interesses_2308_rio-de-janeiro,Inauguracao Barra,Youtube Ads,Inauguracao Barra | Youtube Ads,Inauguracao,Alcance,Nao Socios,2023-08-31,1292.3082,102349,387,False,campanha sem plano
