flight_id,entrega_id,entrega_compartilhada,flights_que_reivindicam
31,2004,True,2
29,2005,True,2
31,2005,True,2
29,2006,True,2
31,2006,True,2
29,2007,True,2
31,2007,True,2
29,2008,True,2
31,2008,True,2
29,2009,True,2
31,2009,True,2
29,2010,True,2
31,2010,True,2
29,2011,True,2
31,2011,True,2
29,2012,True,2
31,2012,True,2
29,2013,True,2
31,2013,True,2
29,2014,True,2
31,2014,True,2
29,2015,True,2
31,2015,True,2
29,2016,True,2
31,2016,True,2
29,2017,True,2
31,2017,True,2
29,2018,True,2
31,2018,True,2
29,2019,True,2
31,2019,True,2
29,2020,True,2
31,2020,True,2
29,2021,True,2
31,2021,True,2
29,2022,True,2
31,2022,True,2
29,2023,True,2
31,2023,True,2
29,2024,True,2
31,2024,True,2
29,2025,True,2
31,2025,True,2
29,2026,True,2
31,2026,True,2
29,2027,True,2
31,2027,True,2
29,2028,True,2
31,2028,True,2
29,2029,True,2
31,2029,True,2
29,2030,True,2
31,2030,True,2
29,2031,True,2
31,2031,True,2
29,2032,True,2
31,2032,True,2
29,2033,True,2
31,2033,True,2
29,2034,True,2
31,2034,True,2
29,2035,True,2
31,2035,True,2
29,2036,True,2
31,2036,True,2
28,2037,True,2
30,2037,True,2
28,2038,True,2
30,2038,True,2
28,2039,True,2
30,2039,True,2
28,2040,True,2
30,2040,True,2
28,2041,True,2
30,2041,True,2
28,2042,True,2
30,2042,True,2
28,2043,True,2
30,2043,True,2
28,2044,True,2
30,2044,True,2
28,2045,True,2
30,2045,True,2
28,2046,True,2
30,2046,True,2
28,2047,True,2
30,2047,True,2
28,2048,True,2
30,2048,True,2
28,2049,True,2
30,2049,True,2
28,2050,True,2
30,2050,True,2
28,2051,True,2
30,2051,True,2
28,2052,True,2
30,2052,True,2
28,2053,True,2
30,2053,True,2
28,2054,True,2
30,2054,True,2
28,2055,True,2
30,2055,True,2
28,2056,True,2
30,2056,True,2
28,2057,True,2
30,2057,True,2
28,2058,True,2
30,2058,True,2
28,2059,True,2
30,2059,True,2
28,2060,True,2
30,2060,True,2
28,2061,True,2
30,2061,True,2
28,2062,True,2
30,2062,True,2
28,2063,True,2
30,2063,True,2
33,2110,False,1
33,2111,False,1
33,2112,False,1
33,2113,False,1
33,2114,False,1
33,2115,False,1
33,2116,False,1
33,2117,False,1
33,2118,False,1
33,2119,False,1
33,2120,False,1
33,2121,False,1
33,2122,False,1
33,2123,False,1
33,2124,False,1
33,2125,False,1
33,2126,False,1
33,2127,False,1
33,2128,False,1
33,2129,False,1
33,2130,False,1
33,2131,False,1
33,2132,False,1
33,2133,False,1
33,2134,False,1
33,2135,False,1
34,2180,False,1
34,2181,False,1
34,2182,False,1
34,2183,False,1
34,2184,False,1
34,2185,False,1
34,2186,False,1
34,2187,False,1
34,2188,False,1
34,2189,False,1
34,2190,False,1
34,2191,False,1
34,2192,False,1
34,2193,False,1
34,2194,False,1
34,2195,False,1
34,2196,False,1
34,2197,False,1
34,2198,False,1
34,2199,False,1
34,2200,False,1
34,2201,False,1
34,2202,False,1
34,2203,False,1
34,2204,False,1
34,2205,False,1
34,2206,False,1
34,2207,False,1
36,2208,False,1
36,2209,False,1
36,2210,False,1
36,2211,False,1
36,2212,False,1
36,2213,False,1
36,2214,False,1
36,2215,False,1
36,2216,False,1
36,2217,False,1
36,2218,False,1
36,2219,False,1
36,2220,False,1
36,2221,False,1
36,2222,False,1
36,2223,False,1
36,2224,False,1
36,2225,False,1
36,2226,False,1
36,2227,False,1
36,2228,False,1
36,2229,False,1
36,2230,False,1
36,2231,False,1
36,2232,False,1
36,2233,False,1
36,2234,False,1
36,2235,False,1
36,2236,False,1
36,2237,False,1
36,2238,False,1
35,2248,False,1
35,2249,False,1
35,2250,False,1
35,2251,False,1
35,2252,False,1
35,2253,False,1
35,2254,False,1
35,2255,False,1
35,2256,False,1
35,2257,False,1
35,2258,False,1
35,2259,False,1
35,2260,False,1
35,2261,False,1
35,2262,False,1
35,2263,False,1
35,2264,False,1
35,2265,False,1
35,2266,False,1
35,2267,False,1
35,2268,False,1
35,2269,False,1
35,2270,False,1
35,2271,False,1
35,2272,False,1
37,2273,False,1
37,2274,False,1
37,2275,False,1
37,2276,False,1
37,2277,False,1
37,2278,False,1
37,2279,False,1
37,2280,False,1
37,2281,False,1
37,2282,False,1
37,2283,False,1
37,2284,False,1
37,2285,False,1
37,2286,False,1
37,2287,False,1
37,2288,False,1
37,2289,False,1
37,2290,False,1
37,2291,False,1
37,2292,False,1
37,2293,False,1
37,2294,False,1
37,2295,False,1
37,2296,False,1
37,2297,False,1
37,2298,False,1
37,2299,False,1
37,2300,False,1
37,2301,False,1
37,2302,False,1
37,2303,False,1
41,2552,False,1
41,2553,False,1
41,2554,False,1
41,2555,False,1
41,2556,False,1
41,2557,False,1
41,2558,False,1
41,2559,False,1
41,2560,False,1
41,2561,False,1
41,2562,False,1
41,2563,False,1
41,2564,False,1
41,2565,False,1
41,2566,False,1
41,2567,False,1
41,2568,False,1
41,2569,False,1
41,2570,False,1
41,2571,False,1
41,2572,False,1
41,2573,False,1
41,2574,False,1
41,2575,False,1
41,2576,False,1
41,2577,False,1
41,2578,False,1
41,2579,False,1
41,2580,False,1
41,2581,False,1
43,2582,False,1
43,2583,False,1
43,2584,False,1
43,2585,False,1
43,2586,False,1
43,2587,False,1
43,2588,False,1
43,2589,False,1
43,2590,False,1
43,2591,False,1
43,2592,False,1
43,2593,False,1
43,2594,False,1
43,2595,False,1
43,2596,False,1
43,2597,False,1
43,2598,False,1
43,2599,False,1
43,2600,False,1
43,2601,False,1
43,2602,False,1
43,2603,False,1
43,2604,False,1
43,2605,False,1
43,2606,False,1
43,2607,False,1
43,2608,False,1
43,2609,False,1
43,2610,False,1
43,2611,False,1
43,2612,False,1
42,2664,False,1
42,2665,False,1
42,2666,False,1
42,2667,False,1
42,2668,False,1
42,2669,False,1
42,2670,False,1
42,2671,False,1
42,2672,False,1
42,2673,False,1
42,2674,False,1
42,2675,False,1
42,2676,False,1
42,2677,False,1
42,2678,False,1
42,2679,False,1
42,2680,False,1
42,2681,False,1
42,2682,False,1
42,2683,False,1
42,2684,False,1
42,2685,False,1
42,2686,False,1
42,2687,False,1
42,2688,False,1
42,2689,False,1
44,2690,False,1
44,2691,False,1
44,2692,False,1
44,2693,False,1
44,2694,False,1
44,2695,False,1
44,2696,False,1
44,2697,False,1
44,2698,False,1
44,2699,False,1
44,2700,False,1
44,2701,False,1
44,2702,False,1
44,2703,False,1
44,2704,False,1
44,2705,False,1
44,2706,False,1
44,2707,False,1
44,2708,False,1
44,2709,False,1
44,2710,False,1
44,2711,False,1
44,2712,False,1
44,2713,False,1
44,2714,False,1
44,2715,False,1
44,2716,False,1
44,2717,False,1
44,2718,False,1
44,2719,False,1
44,2720,False,1
0,4311,False,1
0,4312,False,1
0,4313,False,1
0,4314,False,1
0,4315,False,1
0,4316,False,1
0,4317,False,1
0,4318,False,1
0,4319,False,1
0,4320,False,1
0,4321,False,1
1,4322,False,1
1,4323,False,1
1,4324,False,1
1,4325,False,1
1,4326,False,1
1,4327,False,1
1,4328,False,1
2,4403,False,1
2,4404,False,1
2,4405,False,1
2,4406,False,1
2,4407,False,1
2,4408,False,1
2,4409,False,1
2,4410,False,1
2,4411,False,1
2,4412,False,1
2,4413,False,1
2,4414,False,1
2,4415,False,1
2,4416,False,1
2,4417,False,1
2,4418,False,1
2,4419,False,1
2,4420,False,1
2,4421,False,1
2,4422,False,1
3,4423,False,1
3,4424,False,1
3,4425,False,1
3,4426,False,1
3,4427,False,1
3,4428,False,1
3,4429,False,1
3,4430,False,1
3,4431,False,1
3,4432,False,1
3,4433,False,1
3,4434,False,1
3,4435,False,1
3,4436,False,1
3,4437,False,1
3,4438,False,1
3,4439,False,1
3,4440,False,1
3,4441,False,1
3,4442,False,1
3,4443,False,1
3,4444,False,1
5,5226,False,1
5,5227,False,1
5,5228,False,1
5,5229,False,1
6,5230,False,1
6,5231,False,1
6,5232,False,1
6,5233,False,1
7,7056,False,1
7,7057,False,1
7,7058,False,1
7,7059,False,1
7,7060,False,1
7,7061,False,1
7,7062,False,1
8,8387,False,1
8,8388,False,1
8,8389,False,1
8,8390,False,1
9,8758,False,1
9,8759,False,1
9,8760,False,1
9,8761,False,1
10,9943,False,1
10,9944,False,1
10,9945,False,1
10,9946,False,1
19,11708,True,2
20,11708,True,2
19,11709,True,4
20,11709,True,4
21,11709,True,4
22,11709,True,4
19,11710,True,4
20,11710,True,4
21,11710,True,4
22,11710,True,4
19,11711,True,4
20,11711,True,4
21,11711,True,4
22,11711,True,4
19,11712,True,4
20,11712,True,4
21,11712,True,4
22,11712,True,4
19,11713,True,4
20,11713,True,4
21,11713,True,4
22,11713,True,4
19,11714,True,4
20,11714,True,4
21,11714,True,4
22,11714,True,4
19,11715,True,4
20,11715,True,4
21,11715,True,4
22,11715,True,4
19,11716,True,4
20,11716,True,4
21,11716,True,4
22,11716,True,4
19,11717,True,4
20,11717,True,4
21,11717,True,4
22,11717,True,4
19,11718,True,4
20,11718,True,4
21,11718,True,4
22,11718,True,4
19,11719,True,4
20,11719,True,4
21,11719,True,4
22,11719,True,4
19,11720,True,4
20,11720,True,4
21,11720,True,4
22,11720,True,4
19,11721,True,4
20,11721,True,4
21,11721,True,4
22,11721,True,4
19,11751,True,2
20,11751,True,2
19,11752,True,4
20,11752,True,4
21,11752,True,4
22,11752,True,4
19,11753,True,4
20,11753,True,4
21,11753,True,4
22,11753,True,4
19,11754,True,4
20,11754,True,4
21,11754,True,4
22,11754,True,4
19,11755,True,4
20,11755,True,4
21,11755,True,4
22,11755,True,4
19,11756,True,4
20,11756,True,4
21,11756,True,4
22,11756,True,4
19,11757,True,4
20,11757,True,4
21,11757,True,4
22,11757,True,4
19,11758,True,4
20,11758,True,4
21,11758,True,4
22,11758,True,4
19,11759,True,4
20,11759,True,4
21,11759,True,4
22,11759,True,4
19,11760,True,4
20,11760,True,4
21,11760,True,4
22,11760,True,4
19,11761,True,4
20,11761,True,4
21,11761,True,4
22,11761,True,4
19,11762,True,4
20,11762,True,4
21,11762,True,4
22,11762,True,4
19,11763,True,4
20,11763,True,4
21,11763,True,4
22,11763,True,4
19,11764,True,4
20,11764,True,4
21,11764,True,4
22,11764,True,4
23,12089,False,1
23,12090,False,1
23,12091,False,1
23,12092,False,1
23,12093,False,1
23,12094,False,1
23,12095,False,1
23,12096,False,1
23,12097,False,1
23,12098,False,1
23,12099,False,1
23,12100,False,1
23,12101,False,1
23,12102,False,1
23,12103,False,1
23,12104,False,1
23,12105,False,1
23,12106,False,1
23,12107,False,1
23,12108,False,1
23,12109,False,1
23,12110,False,1
23,12111,False,1
23,12112,False,1
23,12113,False,1
23,12114,False,1
23,12115,False,1
25,12116,False,1
25,12117,False,1
25,12118,False,1
25,12119,False,1
25,12120,False,1
25,12121,False,1
25,12122,False,1
25,12123,False,1
25,12124,False,1
25,12125,False,1
25,12126,False,1
25,12127,False,1
25,12128,False,1
25,12129,False,1
25,12130,False,1
25,12131,False,1
25,12132,False,1
25,12133,False,1
25,12134,False,1
25,12135,False,1
25,12136,False,1
25,12137,False,1
25,12138,False,1
25,12139,False,1
25,12140,False,1
25,12141,False,1
24,12150,False,1
24,12151,False,1
24,12152,False,1
24,12153,False,1
24,12154,False,1
24,12155,False,1
24,12156,False,1
24,12157,False,1
24,12158,False,1
24,12159,False,1
24,12160,False,1
24,12161,False,1
24,12162,False,1
24,12163,False,1
24,12164,False,1
24,12165,False,1
24,12166,False,1
24,12167,False,1
24,12168,False,1
26,12169,False,1
26,12170,False,1
26,12171,False,1
26,12172,False,1
26,12173,False,1
26,12174,False,1
26,12175,False,1
26,12176,False,1
26,12177,False,1
26,12178,False,1
26,12179,False,1
26,12180,False,1
26,12181,False,1
26,12182,False,1
26,12183,False,1
26,12184,False,1
26,12185,False,1
26,12186,False,1
26,12187,False,1
26,12188,False,1
32,12856,False,1
32,12857,False,1
32,12858,False,1
32,12859,False,1
32,12860,False,1
32,12861,False,1
32,12862,False,1
32,12863,False,1
32,12864,False,1
32,12865,False,1
32,12866,False,1
32,12867,False,1
32,12868,False,1
32,12869,False,1
32,12870,False,1
32,12871,False,1
32,12872,False,1
32,12873,False,1
38,13856,False,1
38,13857,False,1
38,13858,False,1
38,13859,False,1
38,13860,False,1
38,13861,False,1
38,13862,False,1
38,13863,False,1
39,13864,False,1
39,13865,False,1
39,13866,False,1
39,13867,False,1
39,13868,False,1
39,13869,False,1
39,13870,False,1
39,13871,False,1
40,14504,False,1
40,14505,False,1
40,14506,False,1
40,14507,False,1
40,14508,False,1
40,14509,False,1
40,14510,False,1
40,14511,False,1
40,14512,False,1
40,14513,False,1
40,14514,False,1
40,14515,False,1
40,14516,False,1
40,14517,False,1
4,16049,False,1
4,16050,False,1
4,16051,False,1
4,16052,False,1
4,16053,False,1
4,16054,False,1
4,16055,False,1
4,16056,False,1
4,16057,False,1
4,16058,False,1
4,16059,False,1
4,16060,False,1
4,16061,False,1
19,16241,True,4
20,16241,True,4
21,16241,True,4
22,16241,True,4
19,16242,True,4
20,16242,True,4
21,16242,True,4
22,16242,True,4
19,16243,True,4
20,16243,True,4
21,16243,True,4
22,16243,True,4
19,16244,True,4
20,16244,True,4
21,16244,True,4
22,16244,True,4
19,16245,True,4
20,16245,True,4
21,16245,True,4
22,16245,True,4
19,16246,True,4
20,16246,True,4
21,16246,True,4
22,16246,True,4
19,16247,True,4
20,16247,True,4
21,16247,True,4
22,16247,True,4
19,16248,True,4
20,16248,True,4
21,16248,True,4
22,16248,True,4
19,16249,True,4
20,16249,True,4
21,16249,True,4
22,16249,True,4
19,16250,True,4
20,16250,True,4
21,16250,True,4
22,16250,True,4
19,16251,True,4
20,16251,True,4
21,16251,True,4
22,16251,True,4
19,16252,True,4
20,16252,True,4
21,16252,True,4
22,16252,True,4
22,16253,False,1
22,16254,False,1
22,16255,False,1
22,16256,False,1
22,16257,False,1
22,16258,False,1
22,16259,False,1
22,16260,False,1
